AGE,AREA_KM2,NAME,POP,FIPS,time,SEX,abs_pop,성별
0,96920,"Korea, South",331709,KS,1990,Male,331709,남자
1,96920,"Korea, South",346792,KS,1990,Male,346792,남자
2,96920,"Korea, South",343580,KS,1990,Male,343580,남자
3,96920,"Korea, South",336480,KS,1990,Male,336480,남자
4,96920,"Korea, South",352210,KS,1990,Male,352210,남자
5,96920,"Korea, South",343526,KS,1990,Male,343526,남자
6,96920,"Korea, South",367410,KS,1990,Male,367410,남자
7,96920,"Korea, South",396212,KS,1990,Male,396212,남자
8,96920,"Korea, South",425946,KS,1990,Male,425946,남자
9,96920,"Korea, South",447280,KS,1990,Male,447280,남자
10,96920,"Korea, South",437893,KS,1990,Male,437893,남자
11,96920,"Korea, South",419913,KS,1990,Male,419913,남자
12,96920,"Korea, South",385277,KS,1990,Male,385277,남자
13,96920,"Korea, South",395439,KS,1990,Male,395439,남자
14,96920,"Korea, South",396827,KS,1990,Male,396827,남자
15,96920,"Korea, South",418215,KS,1990,Male,418215,남자
16,96920,"Korea, South",451069,KS,1990,Male,451069,남자
17,96920,"Korea, South",456182,KS,1990,Male,456182,남자
18,96920,"Korea, South",464647,KS,1990,Male,464647,남자
19,96920,"Korea, South",455890,KS,1990,Male,455890,남자
20,96920,"Korea, South",475236,KS,1990,Male,475236,남자
21,96920,"Korea, South",495616,KS,1990,Male,495616,남자
22,96920,"Korea, South",483704,KS,1990,Male,483704,남자
23,96920,"Korea, South",413035,KS,1990,Male,413035,남자
24,96920,"Korea, South",405320,KS,1990,Male,405320,남자
25,96920,"Korea, South",400175,KS,1990,Male,400175,남자
26,96920,"Korea, South",407490,KS,1990,Male,407490,남자
27,96920,"Korea, South",433998,KS,1990,Male,433998,남자
28,96920,"Korea, South",445061,KS,1990,Male,445061,남자
29,96920,"Korea, South",454051,KS,1990,Male,454051,남자
30,96920,"Korea, South",448970,KS,1990,Male,448970,남자
31,96920,"Korea, South",452249,KS,1990,Male,452249,남자
32,96920,"Korea, South",429597,KS,1990,Male,429597,남자
33,96920,"Korea, South",405464,KS,1990,Male,405464,남자
34,96920,"Korea, South",386577,KS,1990,Male,386577,남자
35,96920,"Korea, South",399802,KS,1990,Male,399802,남자
36,96920,"Korea, South",350942,KS,1990,Male,350942,남자
37,96920,"Korea, South",292766,KS,1990,Male,292766,남자
38,96920,"Korea, South",333181,KS,1990,Male,333181,남자
39,96920,"Korea, South",256156,KS,1990,Male,256156,남자
40,96920,"Korea, South",265909,KS,1990,Male,265909,남자
41,96920,"Korea, South",269536,KS,1990,Male,269536,남자
42,96920,"Korea, South",265535,KS,1990,Male,265535,남자
43,96920,"Korea, South",264599,KS,1990,Male,264599,남자
44,96920,"Korea, South",237347,KS,1990,Male,237347,남자
45,96920,"Korea, South",206330,KS,1990,Male,206330,남자
46,96920,"Korea, South",208394,KS,1990,Male,208394,남자
47,96920,"Korea, South",211515,KS,1990,Male,211515,남자
48,96920,"Korea, South",240802,KS,1990,Male,240802,남자
49,96920,"Korea, South",223666,KS,1990,Male,223666,남자
50,96920,"Korea, South",202665,KS,1990,Male,202665,남자
51,96920,"Korea, South",210623,KS,1990,Male,210623,남자
52,96920,"Korea, South",200762,KS,1990,Male,200762,남자
53,96920,"Korea, South",190091,KS,1990,Male,190091,남자
54,96920,"Korea, South",181103,KS,1990,Male,181103,남자
55,96920,"Korea, South",179968,KS,1990,Male,179968,남자
56,96920,"Korea, South",166001,KS,1990,Male,166001,남자
57,96920,"Korea, South",145649,KS,1990,Male,145649,남자
58,96920,"Korea, South",143877,KS,1990,Male,143877,남자
59,96920,"Korea, South",118406,KS,1990,Male,118406,남자
60,96920,"Korea, South",109524,KS,1990,Male,109524,남자
61,96920,"Korea, South",107219,KS,1990,Male,107219,남자
62,96920,"Korea, South",96278,KS,1990,Male,96278,남자
63,96920,"Korea, South",90530,KS,1990,Male,90530,남자
64,96920,"Korea, South",86683,KS,1990,Male,86683,남자
65,96920,"Korea, South",78062,KS,1990,Male,78062,남자
66,96920,"Korea, South",80783,KS,1990,Male,80783,남자
67,96920,"Korea, South",77625,KS,1990,Male,77625,남자
68,96920,"Korea, South",69445,KS,1990,Male,69445,남자
69,96920,"Korea, South",66336,KS,1990,Male,66336,남자
70,96920,"Korea, South",56806,KS,1990,Male,56806,남자
71,96920,"Korea, South",47300,KS,1990,Male,47300,남자
72,96920,"Korea, South",44241,KS,1990,Male,44241,남자
73,96920,"Korea, South",42385,KS,1990,Male,42385,남자
74,96920,"Korea, South",40402,KS,1990,Male,40402,남자
75,96920,"Korea, South",32799,KS,1990,Male,32799,남자
76,96920,"Korea, South",27798,KS,1990,Male,27798,남자
77,96920,"Korea, South",25995,KS,1990,Male,25995,남자
78,96920,"Korea, South",21357,KS,1990,Male,21357,남자
79,96920,"Korea, South",18764,KS,1990,Male,18764,남자
80,96920,"Korea, South",15423,KS,1990,Male,15423,남자
81,96920,"Korea, South",13370,KS,1990,Male,13370,남자
82,96920,"Korea, South",10743,KS,1990,Male,10743,남자
83,96920,"Korea, South",7880,KS,1990,Male,7880,남자
84,96920,"Korea, South",6933,KS,1990,Male,6933,남자
85,96920,"Korea, South",5184,KS,1990,Male,5184,남자
86,96920,"Korea, South",3939,KS,1990,Male,3939,남자
87,96920,"Korea, South",2931,KS,1990,Male,2931,남자
88,96920,"Korea, South",2133,KS,1990,Male,2133,남자
89,96920,"Korea, South",1515,KS,1990,Male,1515,남자
90,96920,"Korea, South",1049,KS,1990,Male,1049,남자
91,96920,"Korea, South",708,KS,1990,Male,708,남자
92,96920,"Korea, South",465,KS,1990,Male,465,남자
93,96920,"Korea, South",296,KS,1990,Male,296,남자
94,96920,"Korea, South",183,KS,1990,Male,183,남자
95,96920,"Korea, South",110,KS,1990,Male,110,남자
96,96920,"Korea, South",65,KS,1990,Male,65,남자
97,96920,"Korea, South",35,KS,1990,Male,35,남자
98,96920,"Korea, South",20,KS,1990,Male,20,남자
99,96920,"Korea, South",10,KS,1990,Male,10,남자
100,96920,"Korea, South",11,KS,1990,Male,11,남자
0,96920,"Korea, South",367700,KS,1991,Male,367700,남자
1,96920,"Korea, South",332163,KS,1991,Male,332163,남자
2,96920,"Korea, South",347086,KS,1991,Male,347086,남자
3,96920,"Korea, South",344038,KS,1991,Male,344038,남자
4,96920,"Korea, South",337012,KS,1991,Male,337012,남자
5,96920,"Korea, South",352534,KS,1991,Male,352534,남자
6,96920,"Korea, South",343119,KS,1991,Male,343119,남자
7,96920,"Korea, South",366995,KS,1991,Male,366995,남자
8,96920,"Korea, South",395794,KS,1991,Male,395794,남자
9,96920,"Korea, South",425533,KS,1991,Male,425533,남자
10,96920,"Korea, South",446552,KS,1991,Male,446552,남자
11,96920,"Korea, South",436981,KS,1991,Male,436981,남자
12,96920,"Korea, South",419022,KS,1991,Male,419022,남자
13,96920,"Korea, South",384404,KS,1991,Male,384404,남자
14,96920,"Korea, South",394548,KS,1991,Male,394548,남자
15,96920,"Korea, South",396629,KS,1991,Male,396629,남자
16,96920,"Korea, South",419201,KS,1991,Male,419201,남자
17,96920,"Korea, South",451955,KS,1991,Male,451955,남자
18,96920,"Korea, South",456998,KS,1991,Male,456998,남자
19,96920,"Korea, South",465391,KS,1991,Male,465391,남자
20,96920,"Korea, South",456864,KS,1991,Male,456864,남자
21,96920,"Korea, South",476633,KS,1991,Male,476633,남자
22,96920,"Korea, South",496912,KS,1991,Male,496912,남자
23,96920,"Korea, South",484952,KS,1991,Male,484952,남자
24,96920,"Korea, South",414348,KS,1991,Male,414348,남자
25,96920,"Korea, South",405528,KS,1991,Male,405528,남자
26,96920,"Korea, South",398141,KS,1991,Male,398141,남자
27,96920,"Korea, South",405394,KS,1991,Male,405394,남자
28,96920,"Korea, South",431793,KS,1991,Male,431793,남자
29,96920,"Korea, South",442780,KS,1991,Male,442780,남자
30,96920,"Korea, South",452030,KS,1991,Male,452030,남자
31,96920,"Korea, South",447809,KS,1991,Male,447809,남자
32,96920,"Korea, South",451029,KS,1991,Male,451029,남자
33,96920,"Korea, South",428403,KS,1991,Male,428403,남자
34,96920,"Korea, South",404313,KS,1991,Male,404313,남자
35,96920,"Korea, South",385623,KS,1991,Male,385623,남자
36,96920,"Korea, South",399287,KS,1991,Male,399287,남자
37,96920,"Korea, South",350562,KS,1991,Male,350562,남자
38,96920,"Korea, South",292507,KS,1991,Male,292507,남자
39,96920,"Korea, South",332580,KS,1991,Male,332580,남자
40,96920,"Korea, South",255726,KS,1991,Male,255726,남자
41,96920,"Korea, South",264783,KS,1991,Male,264783,남자
42,96920,"Korea, South",268195,KS,1991,Male,268195,남자
43,96920,"Korea, South",264037,KS,1991,Male,264037,남자
44,96920,"Korea, South",262947,KS,1991,Male,262947,남자
45,96920,"Korea, South",235647,KS,1991,Male,235647,남자
46,96920,"Korea, South",204543,KS,1991,Male,204543,남자
47,96920,"Korea, South",206438,KS,1991,Male,206438,남자
48,96920,"Korea, South",209364,KS,1991,Male,209364,남자
49,96920,"Korea, South",238145,KS,1991,Male,238145,남자
50,96920,"Korea, South",220949,KS,1991,Male,220949,남자
51,96920,"Korea, South",200037,KS,1991,Male,200037,남자
52,96920,"Korea, South",207688,KS,1991,Male,207688,남자
53,96920,"Korea, South",197771,KS,1991,Male,197771,남자
54,96920,"Korea, South",187074,KS,1991,Male,187074,남자
55,96920,"Korea, South",178121,KS,1991,Male,178121,남자
56,96920,"Korea, South",177038,KS,1991,Male,177038,남자
57,96920,"Korea, South",163122,KS,1991,Male,163122,남자
58,96920,"Korea, South",142941,KS,1991,Male,142941,남자
59,96920,"Korea, South",140966,KS,1991,Male,140966,남자
60,96920,"Korea, South",115773,KS,1991,Male,115773,남자
61,96920,"Korea, South",106752,KS,1991,Male,106752,남자
62,96920,"Korea, South",104253,KS,1991,Male,104253,남자
63,96920,"Korea, South",93342,KS,1991,Male,93342,남자
64,96920,"Korea, South",87473,KS,1991,Male,87473,남자
65,96920,"Korea, South",83688,KS,1991,Male,83688,남자
66,96920,"Korea, South",75222,KS,1991,Male,75222,남자
67,96920,"Korea, South",77531,KS,1991,Male,77531,남자
68,96920,"Korea, South",74204,KS,1991,Male,74204,남자
69,96920,"Korea, South",66130,KS,1991,Male,66130,남자
70,96920,"Korea, South",63031,KS,1991,Male,63031,남자
71,96920,"Korea, South",53789,KS,1991,Male,53789,남자
72,96920,"Korea, South",44583,KS,1991,Male,44583,남자
73,96920,"Korea, South",41475,KS,1991,Male,41475,남자
74,96920,"Korea, South",39478,KS,1991,Male,39478,남자
75,96920,"Korea, South",37587,KS,1991,Male,37587,남자
76,96920,"Korea, South",30424,KS,1991,Male,30424,남자
77,96920,"Korea, South",25561,KS,1991,Male,25561,남자
78,96920,"Korea, South",23669,KS,1991,Male,23669,남자
79,96920,"Korea, South",19236,KS,1991,Male,19236,남자
80,96920,"Korea, South",16749,KS,1991,Male,16749,남자
81,96920,"Korea, South",13642,KS,1991,Male,13642,남자
82,96920,"Korea, South",11682,KS,1991,Male,11682,남자
83,96920,"Korea, South",9264,KS,1991,Male,9264,남자
84,96920,"Korea, South",6699,KS,1991,Male,6699,남자
85,96920,"Korea, South",5804,KS,1991,Male,5804,남자
86,96920,"Korea, South",4269,KS,1991,Male,4269,남자
87,96920,"Korea, South",3188,KS,1991,Male,3188,남자
88,96920,"Korea, South",2328,KS,1991,Male,2328,남자
89,96920,"Korea, South",1660,KS,1991,Male,1660,남자
90,96920,"Korea, South",1156,KS,1991,Male,1156,남자
91,96920,"Korea, South",782,KS,1991,Male,782,남자
92,96920,"Korea, South",516,KS,1991,Male,516,남자
93,96920,"Korea, South",331,KS,1991,Male,331,남자
94,96920,"Korea, South",205,KS,1991,Male,205,남자
95,96920,"Korea, South",124,KS,1991,Male,124,남자
96,96920,"Korea, South",73,KS,1991,Male,73,남자
97,96920,"Korea, South",41,KS,1991,Male,41,남자
98,96920,"Korea, South",22,KS,1991,Male,22,남자
99,96920,"Korea, South",12,KS,1991,Male,12,남자
100,96920,"Korea, South",12,KS,1991,Male,12,남자
0,96920,"Korea, South",385630,KS,1992,Male,385630,남자
1,96920,"Korea, South",367754,KS,1992,Male,367754,남자
2,96920,"Korea, South",332109,KS,1992,Male,332109,남자
3,96920,"Korea, South",347158,KS,1992,Male,347158,남자
4,96920,"Korea, South",344178,KS,1992,Male,344178,남자
5,96920,"Korea, South",337131,KS,1992,Male,337131,남자
6,96920,"Korea, South",352422,KS,1992,Male,352422,남자
7,96920,"Korea, South",343023,KS,1992,Male,343023,남자
8,96920,"Korea, South",366900,KS,1992,Male,366900,남자
9,96920,"Korea, South",395701,KS,1992,Male,395701,남자
10,96920,"Korea, South",425004,KS,1992,Male,425004,남자
11,96920,"Korea, South",445706,KS,1992,Male,445706,남자
12,96920,"Korea, South",436149,KS,1992,Male,436149,남자
13,96920,"Korea, South",418198,KS,1992,Male,418198,남자
14,96920,"Korea, South",383584,KS,1992,Male,383584,남자
15,96920,"Korea, South",394341,KS,1992,Male,394341,남자
16,96920,"Korea, South",397098,KS,1992,Male,397098,남자
17,96920,"Korea, South",419583,KS,1992,Male,419583,남자
18,96920,"Korea, South",452234,KS,1992,Male,452234,남자
19,96920,"Korea, South",457208,KS,1992,Male,457208,남자
20,96920,"Korea, South",465793,KS,1992,Male,465793,남자
21,96920,"Korea, South",457497,KS,1992,Male,457497,남자
22,96920,"Korea, South",477177,KS,1992,Male,477177,남자
23,96920,"Korea, South",497361,KS,1992,Male,497361,남자
24,96920,"Korea, South",485364,KS,1992,Male,485364,남자
25,96920,"Korea, South",414084,KS,1992,Male,414084,남자
26,96920,"Korea, South",404164,KS,1992,Male,404164,남자
27,96920,"Korea, South",396747,KS,1992,Male,396747,남자
28,96920,"Korea, South",403940,KS,1992,Male,403940,남자
29,96920,"Korea, South",430234,KS,1992,Male,430234,남자
30,96920,"Korea, South",441180,KS,1992,Male,441180,남자
31,96920,"Korea, South",450688,KS,1992,Male,450688,남자
32,96920,"Korea, South",446429,KS,1992,Male,446429,남자
33,96920,"Korea, South",449601,KS,1992,Male,449601,남자
34,96920,"Korea, South",427012,KS,1992,Male,427012,남자
35,96920,"Korea, South",403293,KS,1992,Male,403293,남자
36,96920,"Korea, South",384804,KS,1992,Male,384804,남자
37,96920,"Korea, South",398381,KS,1992,Male,398381,남자
38,96920,"Korea, South",349726,KS,1992,Male,349726,남자
39,96920,"Korea, South",291742,KS,1992,Male,291742,남자
40,96920,"Korea, South",331356,KS,1992,Male,331356,남자
41,96920,"Korea, South",254678,KS,1992,Male,254678,남자
42,96920,"Korea, South",263505,KS,1992,Male,263505,남자
43,96920,"Korea, South",266719,KS,1992,Male,266719,남자
44,96920,"Korea, South",262431,KS,1992,Male,262431,남자
45,96920,"Korea, South",261195,KS,1992,Male,261195,남자
46,96920,"Korea, South",233851,KS,1992,Male,233851,남자
47,96920,"Korea, South",202865,KS,1992,Male,202865,남자
48,96920,"Korea, South",204594,KS,1992,Male,204594,남자
49,96920,"Korea, South",207331,KS,1992,Male,207331,남자
50,96920,"Korea, South",235450,KS,1992,Male,235450,남자
51,96920,"Korea, South",218201,KS,1992,Male,218201,남자
52,96920,"Korea, South",197363,KS,1992,Male,197363,남자
53,96920,"Korea, South",204715,KS,1992,Male,204715,남자
54,96920,"Korea, South",194755,KS,1992,Male,194755,남자
55,96920,"Korea, South",184121,KS,1992,Male,184121,남자
56,96920,"Korea, South",175204,KS,1992,Male,175204,남자
57,96920,"Korea, South",173944,KS,1992,Male,173944,남자
58,96920,"Korea, South",160058,KS,1992,Male,160058,남자
59,96920,"Korea, South",140034,KS,1992,Male,140034,남자
60,96920,"Korea, South",137868,KS,1992,Male,137868,남자
61,96920,"Korea, South",112962,KS,1992,Male,112962,남자
62,96920,"Korea, South",103916,KS,1992,Male,103916,남자
63,96920,"Korea, South",101202,KS,1992,Male,101202,남자
64,96920,"Korea, South",90316,KS,1992,Male,90316,남자
65,96920,"Korea, South",84448,KS,1992,Male,84448,남자
66,96920,"Korea, South",80724,KS,1992,Male,80724,남자
67,96920,"Korea, South",72269,KS,1992,Male,72269,남자
68,96920,"Korea, South",74199,KS,1992,Male,74199,남자
69,96920,"Korea, South",70751,KS,1992,Male,70751,남자
70,96920,"Korea, South",62812,KS,1992,Male,62812,남자
71,96920,"Korea, South",59731,KS,1992,Male,59731,남자
72,96920,"Korea, South",50744,KS,1992,Male,50744,남자
73,96920,"Korea, South",41834,KS,1992,Male,41834,남자
74,96920,"Korea, South",38668,KS,1992,Male,38668,남자
75,96920,"Korea, South",36747,KS,1992,Male,36747,남자
76,96920,"Korea, South",34948,KS,1992,Male,34948,남자
77,96920,"Korea, South",28050,KS,1992,Male,28050,남자
78,96920,"Korea, South",23345,KS,1992,Male,23345,남자
79,96920,"Korea, South",21393,KS,1992,Male,21393,남자
80,96920,"Korea, South",17256,KS,1992,Male,17256,남자
81,96920,"Korea, South",14899,KS,1992,Male,14899,남자
82,96920,"Korea, South",11995,KS,1992,Male,11995,남자
83,96920,"Korea, South",10144,KS,1992,Male,10144,남자
84,96920,"Korea, South",7936,KS,1992,Male,7936,남자
85,96920,"Korea, South",5656,KS,1992,Male,5656,남자
86,96920,"Korea, South",4824,KS,1992,Male,4824,남자
87,96920,"Korea, South",3490,KS,1992,Male,3490,남자
88,96920,"Korea, South",2560,KS,1992,Male,2560,남자
89,96920,"Korea, South",1835,KS,1992,Male,1835,남자
90,96920,"Korea, South",1282,KS,1992,Male,1282,남자
91,96920,"Korea, South",875,KS,1992,Male,875,남자
92,96920,"Korea, South",579,KS,1992,Male,579,남자
93,96920,"Korea, South",373,KS,1992,Male,373,남자
94,96920,"Korea, South",234,KS,1992,Male,234,남자
95,96920,"Korea, South",141,KS,1992,Male,141,남자
96,96920,"Korea, South",83,KS,1992,Male,83,남자
97,96920,"Korea, South",48,KS,1992,Male,48,남자
98,96920,"Korea, South",26,KS,1992,Male,26,남자
99,96920,"Korea, South",14,KS,1992,Male,14,남자
100,96920,"Korea, South",14,KS,1992,Male,14,남자
0,96920,"Korea, South",388806,KS,1993,Male,388806,남자
1,96920,"Korea, South",385046,KS,1993,Male,385046,남자
2,96920,"Korea, South",367063,KS,1993,Male,367063,남자
3,96920,"Korea, South",331582,KS,1993,Male,331582,남자
4,96920,"Korea, South",346673,KS,1993,Male,346673,남자
5,96920,"Korea, South",343286,KS,1993,Male,343286,남자
6,96920,"Korea, South",336195,KS,1993,Male,336195,남자
7,96920,"Korea, South",351483,KS,1993,Male,351483,남자
8,96920,"Korea, South",342104,KS,1993,Male,342104,남자
9,96920,"Korea, South",365986,KS,1993,Male,365986,남자
10,96920,"Korea, South",396955,KS,1993,Male,396955,남자
11,96920,"Korea, South",425820,KS,1993,Male,425820,남자
12,96920,"Korea, South",446520,KS,1993,Male,446520,남자
13,96920,"Korea, South",436968,KS,1993,Male,436968,남자
14,96920,"Korea, South",419012,KS,1993,Male,419012,남자
15,96920,"Korea, South",381885,KS,1993,Male,381885,남자
16,96920,"Korea, South",393237,KS,1993,Male,393237,남자
17,96920,"Korea, South",395938,KS,1993,Male,395938,남자
18,96920,"Korea, South",418339,KS,1993,Male,418339,남자
19,96920,"Korea, South",450891,KS,1993,Male,450891,남자
20,96920,"Korea, South",455336,KS,1993,Male,455336,남자
21,96920,"Korea, South",464120,KS,1993,Male,464120,남자
22,96920,"Korea, South",455779,KS,1993,Male,455779,남자
23,96920,"Korea, South",475380,KS,1993,Male,475380,남자
24,96920,"Korea, South",495483,KS,1993,Male,495483,남자
25,96920,"Korea, South",484490,KS,1993,Male,484490,남자
26,96920,"Korea, South",412539,KS,1993,Male,412539,남자
27,96920,"Korea, South",402598,KS,1993,Male,402598,남자
28,96920,"Korea, South",395158,KS,1993,Male,395158,남자
29,96920,"Korea, South",402298,KS,1993,Male,402298,남자
30,96920,"Korea, South",430115,KS,1993,Male,430115,남자
31,96920,"Korea, South",441024,KS,1993,Male,441024,남자
32,96920,"Korea, South",450464,KS,1993,Male,450464,남자
33,96920,"Korea, South",446180,KS,1993,Male,446180,남자
34,96920,"Korea, South",449320,KS,1993,Male,449320,남자
35,96920,"Korea, South",424980,KS,1993,Male,424980,남자
36,96920,"Korea, South",401634,KS,1993,Male,401634,남자
37,96920,"Korea, South",383164,KS,1993,Male,383164,남자
38,96920,"Korea, South",396596,KS,1993,Male,396596,남자
39,96920,"Korea, South",347945,KS,1993,Male,347945,남자
40,96920,"Korea, South",290130,KS,1993,Male,290130,남자
41,96920,"Korea, South",329302,KS,1993,Male,329302,남자
42,96920,"Korea, South",252804,KS,1993,Male,252804,남자
43,96920,"Korea, South",261426,KS,1993,Male,261426,남자
44,96920,"Korea, South",264479,KS,1993,Male,264479,남자
45,96920,"Korea, South",260555,KS,1993,Male,260555,남자
46,96920,"Korea, South",259182,KS,1993,Male,259182,남자
47,96920,"Korea, South",231892,KS,1993,Male,231892,남자
48,96920,"Korea, South",201014,KS,1993,Male,201014,남자
49,96920,"Korea, South",202591,KS,1993,Male,202591,남자
50,96920,"Korea, South",205377,KS,1993,Male,205377,남자
51,96920,"Korea, South",232849,KS,1993,Male,232849,남자
52,96920,"Korea, South",215609,KS,1993,Male,215609,남자
53,96920,"Korea, South",194854,KS,1993,Male,194854,남자
54,96920,"Korea, South",201930,KS,1993,Male,201930,남자
55,96920,"Korea, South",191931,KS,1993,Male,191931,남자
56,96920,"Korea, South",181360,KS,1993,Male,181360,남자
57,96920,"Korea, South",172397,KS,1993,Male,172397,남자
58,96920,"Korea, South",170943,KS,1993,Male,170943,남자
59,96920,"Korea, South",157062,KS,1993,Male,157062,남자
60,96920,"Korea, South",137184,KS,1993,Male,137184,남자
61,96920,"Korea, South",134839,KS,1993,Male,134839,남자
62,96920,"Korea, South",110235,KS,1993,Male,110235,남자
63,96920,"Korea, South",101155,KS,1993,Male,101155,남자
64,96920,"Korea, South",98233,KS,1993,Male,98233,남자
65,96920,"Korea, South",87589,KS,1993,Male,87589,남자
66,96920,"Korea, South",81738,KS,1993,Male,81738,남자
67,96920,"Korea, South",77850,KS,1993,Male,77850,남자
68,96920,"Korea, South",69450,KS,1993,Male,69450,남자
69,96920,"Korea, South",71055,KS,1993,Male,71055,남자
70,96920,"Korea, South",67459,KS,1993,Male,67459,남자
71,96920,"Korea, South",59664,KS,1993,Male,59664,남자
72,96920,"Korea, South",56493,KS,1993,Male,56493,남자
73,96920,"Korea, South",47751,KS,1993,Male,47751,남자
74,96920,"Korea, South",39129,KS,1993,Male,39129,남자
75,96920,"Korea, South",35994,KS,1993,Male,35994,남자
76,96920,"Korea, South",34148,KS,1993,Male,34148,남자
77,96920,"Korea, South",32202,KS,1993,Male,32202,남자
78,96920,"Korea, South",25601,KS,1993,Male,25601,남자
79,96920,"Korea, South",21084,KS,1993,Male,21084,남자
80,96920,"Korea, South",19111,KS,1993,Male,19111,남자
81,96920,"Korea, South",15299,KS,1993,Male,15299,남자
82,96920,"Korea, South",13052,KS,1993,Male,13052,남자
83,96920,"Korea, South",10375,KS,1993,Male,10375,남자
84,96920,"Korea, South",8652,KS,1993,Male,8652,남자
85,96920,"Korea, South",6669,KS,1993,Male,6669,남자
86,96920,"Korea, South",4678,KS,1993,Male,4678,남자
87,96920,"Korea, South",3922,KS,1993,Male,3922,남자
88,96920,"Korea, South",2787,KS,1993,Male,2787,남자
89,96920,"Korea, South",2006,KS,1993,Male,2006,남자
90,96920,"Korea, South",1408,KS,1993,Male,1408,남자
91,96920,"Korea, South",963,KS,1993,Male,963,남자
92,96920,"Korea, South",644,KS,1993,Male,644,남자
93,96920,"Korea, South",415,KS,1993,Male,415,남자
94,96920,"Korea, South",262,KS,1993,Male,262,남자
95,96920,"Korea, South",160,KS,1993,Male,160,남자
96,96920,"Korea, South",94,KS,1993,Male,94,남자
97,96920,"Korea, South",54,KS,1993,Male,54,남자
98,96920,"Korea, South",30,KS,1993,Male,30,남자
99,96920,"Korea, South",16,KS,1993,Male,16,남자
100,96920,"Korea, South",16,KS,1993,Male,16,남자
0,96920,"Korea, South",387016,KS,1994,Male,387016,남자
1,96920,"Korea, South",387464,KS,1994,Male,387464,남자
2,96920,"Korea, South",383608,KS,1994,Male,383608,남자
3,96920,"Korea, South",365767,KS,1994,Male,365767,남자
4,96920,"Korea, South",330359,KS,1994,Male,330359,남자
5,96920,"Korea, South",344456,KS,1994,Male,344456,남자
6,96920,"Korea, South",340643,KS,1994,Male,340643,남자
7,96920,"Korea, South",333561,KS,1994,Male,333561,남자
8,96920,"Korea, South",348854,KS,1994,Male,348854,남자
9,96920,"Korea, South",339495,KS,1994,Male,339495,남자
10,96920,"Korea, South",366406,KS,1994,Male,366406,남자
11,96920,"Korea, South",399540,KS,1994,Male,399540,남자
12,96920,"Korea, South",428401,KS,1994,Male,428401,남자
13,96920,"Korea, South",449090,KS,1994,Male,449090,남자
14,96920,"Korea, South",439530,KS,1994,Male,439530,남자
15,96920,"Korea, South",419633,KS,1994,Male,419633,남자
16,96920,"Korea, South",379990,KS,1994,Male,379990,남자
17,96920,"Korea, South",391282,KS,1994,Male,391282,남자
18,96920,"Korea, South",393929,KS,1994,Male,393929,남자
19,96920,"Korea, South",416254,KS,1994,Male,416254,남자
20,96920,"Korea, South",447061,KS,1994,Male,447061,남자
21,96920,"Korea, South",450985,KS,1994,Male,450985,남자
22,96920,"Korea, South",459706,KS,1994,Male,459706,남자
23,96920,"Korea, South",451328,KS,1994,Male,451328,남자
24,96920,"Korea, South",470854,KS,1994,Male,470854,남자
25,96920,"Korea, South",490762,KS,1994,Male,490762,남자
26,96920,"Korea, South",480778,KS,1994,Male,480778,남자
27,96920,"Korea, South",408909,KS,1994,Male,408909,남자
28,96920,"Korea, South",398951,KS,1994,Male,398951,남자
29,96920,"Korea, South",391493,KS,1994,Male,391493,남자
30,96920,"Korea, South",402617,KS,1994,Male,402617,남자
31,96920,"Korea, South",431954,KS,1994,Male,431954,남자
32,96920,"Korea, South",442798,KS,1994,Male,442798,남자
33,96920,"Korea, South",452182,KS,1994,Male,452182,남자
34,96920,"Korea, South",447886,KS,1994,Male,447886,남자
35,96920,"Korea, South",448733,KS,1994,Male,448733,남자
36,96920,"Korea, South",422652,KS,1994,Male,422652,남자
37,96920,"Korea, South",399337,KS,1994,Male,399337,남자
38,96920,"Korea, South",380825,KS,1994,Male,380825,남자
39,96920,"Korea, South",394046,KS,1994,Male,394046,남자
40,96920,"Korea, South",344427,KS,1994,Male,344427,남자
41,96920,"Korea, South",286784,KS,1994,Male,286784,남자
42,96920,"Korea, South",325598,KS,1994,Male,325598,남자
43,96920,"Korea, South",249321,KS,1994,Male,249321,남자
44,96920,"Korea, South",257766,KS,1994,Male,257766,남자
45,96920,"Korea, South",261757,KS,1994,Male,261757,남자
46,96920,"Korea, South",258198,KS,1994,Male,258198,남자
47,96920,"Korea, South",256695,KS,1994,Male,256695,남자
48,96920,"Korea, South",229460,KS,1994,Male,229460,남자
49,96920,"Korea, South",198687,KS,1994,Male,198687,남자
50,96920,"Korea, South",200579,KS,1994,Male,200579,남자
51,96920,"Korea, South",203412,KS,1994,Male,203412,남자
52,96920,"Korea, South",230406,KS,1994,Male,230406,남자
53,96920,"Korea, South",213186,KS,1994,Male,213186,남자
54,96920,"Korea, South",192523,KS,1994,Male,192523,남자
55,96920,"Korea, South",199329,KS,1994,Male,199329,남자
56,96920,"Korea, South",189292,KS,1994,Male,189292,남자
57,96920,"Korea, South",178693,KS,1994,Male,178693,남자
58,96920,"Korea, South",169663,KS,1994,Male,169663,남자
59,96920,"Korea, South",167989,KS,1994,Male,167989,남자
60,96920,"Korea, South",153860,KS,1994,Male,153860,남자
61,96920,"Korea, South",134125,KS,1994,Male,134125,남자
62,96920,"Korea, South",131569,KS,1994,Male,131569,남자
63,96920,"Korea, South",107258,KS,1994,Male,107258,남자
